,property_id,Description
906,I69248072,"Located in a well-planned township, this flat offers access to high-class facilities such as a temperature-controlled swimming pool, indoor badminton court, and open-air amphitheater. The project includes solar-powered lighting, landscaped jogging trails, and a fully automated car parking system. Residents also enjoy access to a healthcare center, cafeteria, and 24/7 concierge services. The society is equipped with EV charging stations and smart home integrations."
907,G69160024,"The flat is part of a premium residential society featuring advanced amenities. Facilities include a swimming pool, clubhouse, meditation zone, and jogging track. There is round-the-clock water supply, advanced fire safety systems, and a fully functional lift. Residents benefit from a private balcony with scenic views, indoor sports rooms, and an eco-friendly rainwater harvesting system. Residents have access to rooftop lounges and outdoor yoga spaces."
908,L69846120,"This modern apartment offers a well-designed layout with spacious living areas. Facilities include a fully equipped modular kitchen, high-speed elevators, 24/7 power backup, and a dedicated security system with CCTV surveillance. Residents can enjoy a landscaped garden, indoor gym, and children’s play zone. The community also provides a multi-purpose hall for gatherings and dedicated parking facilities. Facilities extend to indoor squash courts and meditation gardens."
909,U69438590,"Located in a well-planned township, this flat offers access to high-class facilities such as a temperature-controlled swimming pool, indoor badminton court, and open-air amphitheater. The project includes solar-powered lighting, landscaped jogging trails, and a fully automated car parking system. Residents also enjoy access to a healthcare center, cafeteria, and 24/7 concierge services. It also provides daycare facilities and dedicated coworking hubs for professionals."
910,Y69459254,"This modern apartment offers a well-designed layout with spacious living areas. Facilities include a fully equipped modular kitchen, high-speed elevators, 24/7 power backup, and a dedicated security system with CCTV surveillance. Residents can enjoy a landscaped garden, indoor gym, and children’s play zone. The community also provides a multi-purpose hall for gatherings and dedicated parking facilities. The society is equipped with EV charging stations and smart home integrations."
911,R67799858,"The apartment offers a luxury lifestyle with amenities like a rooftop garden, barbecue area, infinity-edge pool, and a fully stocked fitness center. The society provides high-tech security, dedicated maintenance staff, and a community co-working space. Indoor play areas for kids, pet-friendly zones, and spa facilities are also available. The complex ensures a sustainable environment with waste management and solar water heating. It also includes a dedicated cycling track and community library."
912,B68616090,"The apartment offers a luxury lifestyle with amenities like a rooftop garden, barbecue area, infinity-edge pool, and a fully stocked fitness center. The society provides high-tech security, dedicated maintenance staff, and a community co-working space. Indoor play areas for kids, pet-friendly zones, and spa facilities are also available. The complex ensures a sustainable environment with waste management and solar water heating. Residents have access to rooftop lounges and outdoor yoga spaces."
913,J68510698,"Located in a well-planned township, this flat offers access to high-class facilities such as a temperature-controlled swimming pool, indoor badminton court, and open-air amphitheater. The project includes solar-powered lighting, landscaped jogging trails, and a fully automated car parking system. Residents also enjoy access to a healthcare center, cafeteria, and 24/7 concierge services. It also provides daycare facilities and dedicated coworking hubs for professionals."
914,D70152358,"Located in a well-planned township, this flat offers access to high-class facilities such as a temperature-controlled swimming pool, indoor badminton court, and open-air amphitheater. The project includes solar-powered lighting, landscaped jogging trails, and a fully automated car parking system. Residents also enjoy access to a healthcare center, cafeteria, and 24/7 concierge services. It also provides daycare facilities and dedicated coworking hubs for professionals."
915,G53338910,"This flat comes with modern facilities like a modular kitchen, spacious wardrobes, and a smart lighting system. The complex offers a well-maintained park, yoga deck, and library. Security features include biometric entry and video door phones. Additional amenities include a convenience store within the premises, a mini-theatre for entertainment, and ample guest parking spaces. It also provides daycare facilities and dedicated coworking hubs for professionals."
916,Q68361160,"The flat is part of a premium residential society featuring advanced amenities. Facilities include a swimming pool, clubhouse, meditation zone, and jogging track. There is round-the-clock water supply, advanced fire safety systems, and a fully functional lift. Residents benefit from a private balcony with scenic views, indoor sports rooms, and an eco-friendly rainwater harvesting system. It also includes a dedicated cycling track and community library."
917,U68361042,"This flat comes with modern facilities like a modular kitchen, spacious wardrobes, and a smart lighting system. The complex offers a well-maintained park, yoga deck, and library. Security features include biometric entry and video door phones. Additional amenities include a convenience store within the premises, a mini-theatre for entertainment, and ample guest parking spaces. Residents have access to rooftop lounges and outdoor yoga spaces."
918,J68360894,"The flat is part of a premium residential society featuring advanced amenities. Facilities include a swimming pool, clubhouse, meditation zone, and jogging track. There is round-the-clock water supply, advanced fire safety systems, and a fully functional lift. Residents benefit from a private balcony with scenic views, indoor sports rooms, and an eco-friendly rainwater harvesting system. Facilities extend to indoor squash courts and meditation gardens."
919,W45378897,"Located in a well-planned township, this flat offers access to high-class facilities such as a temperature-controlled swimming pool, indoor badminton court, and open-air amphitheater. The project includes solar-powered lighting, landscaped jogging trails, and a fully automated car parking system. Residents also enjoy access to a healthcare center, cafeteria, and 24/7 concierge services. Residents have access to rooftop lounges and outdoor yoga spaces."
920,X69632308,"Located in a well-planned township, this flat offers access to high-class facilities such as a temperature-controlled swimming pool, indoor badminton court, and open-air amphitheater. The project includes solar-powered lighting, landscaped jogging trails, and a fully automated car parking system. Residents also enjoy access to a healthcare center, cafeteria, and 24/7 concierge services. It also provides daycare facilities and dedicated coworking hubs for professionals."
921,Y69744558,"This flat comes with modern facilities like a modular kitchen, spacious wardrobes, and a smart lighting system. The complex offers a well-maintained park, yoga deck, and library. Security features include biometric entry and video door phones. Additional amenities include a convenience store within the premises, a mini-theatre for entertainment, and ample guest parking spaces. It also provides daycare facilities and dedicated coworking hubs for professionals."
922,K68224474,"Located in a well-planned township, this flat offers access to high-class facilities such as a temperature-controlled swimming pool, indoor badminton court, and open-air amphitheater. The project includes solar-powered lighting, landscaped jogging trails, and a fully automated car parking system. Residents also enjoy access to a healthcare center, cafeteria, and 24/7 concierge services. The society is equipped with EV charging stations and smart home integrations."
923,X69449836,"This flat comes with modern facilities like a modular kitchen, spacious wardrobes, and a smart lighting system. The complex offers a well-maintained park, yoga deck, and library. Security features include biometric entry and video door phones. Additional amenities include a convenience store within the premises, a mini-theatre for entertainment, and ample guest parking spaces. Facilities extend to indoor squash courts and meditation gardens."
924,L68514284,"The apartment offers a luxury lifestyle with amenities like a rooftop garden, barbecue area, infinity-edge pool, and a fully stocked fitness center. The society provides high-tech security, dedicated maintenance staff, and a community co-working space. Indoor play areas for kids, pet-friendly zones, and spa facilities are also available. The complex ensures a sustainable environment with waste management and solar water heating. It also provides daycare facilities and dedicated coworking hubs for professionals."
925,L61530044,"The flat is part of a premium residential society featuring advanced amenities. Facilities include a swimming pool, clubhouse, meditation zone, and jogging track. There is round-the-clock water supply, advanced fire safety systems, and a fully functional lift. Residents benefit from a private balcony with scenic views, indoor sports rooms, and an eco-friendly rainwater harvesting system. Residents have access to rooftop lounges and outdoor yoga spaces."
926,C69463366,"The flat is part of a premium residential society featuring advanced amenities. Facilities include a swimming pool, clubhouse, meditation zone, and jogging track. There is round-the-clock water supply, advanced fire safety systems, and a fully functional lift. Residents benefit from a private balcony with scenic views, indoor sports rooms, and an eco-friendly rainwater harvesting system. Facilities extend to indoor squash courts and meditation gardens."
927,Y69365208,"The flat is part of a premium residential society featuring advanced amenities. Facilities include a swimming pool, clubhouse, meditation zone, and jogging track. There is round-the-clock water supply, advanced fire safety systems, and a fully functional lift. Residents benefit from a private balcony with scenic views, indoor sports rooms, and an eco-friendly rainwater harvesting system. Residents have access to rooftop lounges and outdoor yoga spaces."
928,M69406586,"This flat comes with modern facilities like a modular kitchen, spacious wardrobes, and a smart lighting system. The complex offers a well-maintained park, yoga deck, and library. Security features include biometric entry and video door phones. Additional amenities include a convenience store within the premises, a mini-theatre for entertainment, and ample guest parking spaces. The society is equipped with EV charging stations and smart home integrations."
929,O69449938,"The flat is part of a premium residential society featuring advanced amenities. Facilities include a swimming pool, clubhouse, meditation zone, and jogging track. There is round-the-clock water supply, advanced fire safety systems, and a fully functional lift. Residents benefit from a private balcony with scenic views, indoor sports rooms, and an eco-friendly rainwater harvesting system. It also includes a dedicated cycling track and community library."
930,U69355454,"The apartment offers a luxury lifestyle with amenities like a rooftop garden, barbecue area, infinity-edge pool, and a fully stocked fitness center. The society provides high-tech security, dedicated maintenance staff, and a community co-working space. Indoor play areas for kids, pet-friendly zones, and spa facilities are also available. The complex ensures a sustainable environment with waste management and solar water heating. It also provides daycare facilities and dedicated coworking hubs for professionals."
931,R69429988,"The flat is part of a premium residential society featuring advanced amenities. Facilities include a swimming pool, clubhouse, meditation zone, and jogging track. There is round-the-clock water supply, advanced fire safety systems, and a fully functional lift. Residents benefit from a private balcony with scenic views, indoor sports rooms, and an eco-friendly rainwater harvesting system. The society is equipped with EV charging stations and smart home integrations."
932,N69355550,"The flat is part of a premium residential society featuring advanced amenities. Facilities include a swimming pool, clubhouse, meditation zone, and jogging track. There is round-the-clock water supply, advanced fire safety systems, and a fully functional lift. Residents benefit from a private balcony with scenic views, indoor sports rooms, and an eco-friendly rainwater harvesting system. It also provides daycare facilities and dedicated coworking hubs for professionals."
933,O69376716,"Located in a well-planned township, this flat offers access to high-class facilities such as a temperature-controlled swimming pool, indoor badminton court, and open-air amphitheater. The project includes solar-powered lighting, landscaped jogging trails, and a fully automated car parking system. Residents also enjoy access to a healthcare center, cafeteria, and 24/7 concierge services. Facilities extend to indoor squash courts and meditation gardens."
934,B69355010,"The flat is part of a premium residential society featuring advanced amenities. Facilities include a swimming pool, clubhouse, meditation zone, and jogging track. There is round-the-clock water supply, advanced fire safety systems, and a fully functional lift. Residents benefit from a private balcony with scenic views, indoor sports rooms, and an eco-friendly rainwater harvesting system. Facilities extend to indoor squash courts and meditation gardens."
935,K69354538,"This flat comes with modern facilities like a modular kitchen, spacious wardrobes, and a smart lighting system. The complex offers a well-maintained park, yoga deck, and library. Security features include biometric entry and video door phones. Additional amenities include a convenience store within the premises, a mini-theatre for entertainment, and ample guest parking spaces. It also provides daycare facilities and dedicated coworking hubs for professionals."
936,F69354676,"The apartment offers a luxury lifestyle with amenities like a rooftop garden, barbecue area, infinity-edge pool, and a fully stocked fitness center. The society provides high-tech security, dedicated maintenance staff, and a community co-working space. Indoor play areas for kids, pet-friendly zones, and spa facilities are also available. The complex ensures a sustainable environment with waste management and solar water heating. It also includes a dedicated cycling track and community library."
937,W69354420,"The apartment offers a luxury lifestyle with amenities like a rooftop garden, barbecue area, infinity-edge pool, and a fully stocked fitness center. The society provides high-tech security, dedicated maintenance staff, and a community co-working space. Indoor play areas for kids, pet-friendly zones, and spa facilities are also available. The complex ensures a sustainable environment with waste management and solar water heating. Facilities extend to indoor squash courts and meditation gardens."
938,F69354316,"This modern apartment offers a well-designed layout with spacious living areas. Facilities include a fully equipped modular kitchen, high-speed elevators, 24/7 power backup, and a dedicated security system with CCTV surveillance. Residents can enjoy a landscaped garden, indoor gym, and children’s play zone. The community also provides a multi-purpose hall for gatherings and dedicated parking facilities. Residents have access to rooftop lounges and outdoor yoga spaces."
939,N69323318,"The apartment offers a luxury lifestyle with amenities like a rooftop garden, barbecue area, infinity-edge pool, and a fully stocked fitness center. The society provides high-tech security, dedicated maintenance staff, and a community co-working space. Indoor play areas for kids, pet-friendly zones, and spa facilities are also available. The complex ensures a sustainable environment with waste management and solar water heating. It also provides daycare facilities and dedicated coworking hubs for professionals."
940,U69308792,"This modern apartment offers a well-designed layout with spacious living areas. Facilities include a fully equipped modular kitchen, high-speed elevators, 24/7 power backup, and a dedicated security system with CCTV surveillance. Residents can enjoy a landscaped garden, indoor gym, and children’s play zone. The community also provides a multi-purpose hall for gatherings and dedicated parking facilities. The society is equipped with EV charging stations and smart home integrations."
941,W68278084,"This flat comes with modern facilities like a modular kitchen, spacious wardrobes, and a smart lighting system. The complex offers a well-maintained park, yoga deck, and library. Security features include biometric entry and video door phones. Additional amenities include a convenience store within the premises, a mini-theatre for entertainment, and ample guest parking spaces. Facilities extend to indoor squash courts and meditation gardens."
942,U68278304,"This modern apartment offers a well-designed layout with spacious living areas. Facilities include a fully equipped modular kitchen, high-speed elevators, 24/7 power backup, and a dedicated security system with CCTV surveillance. Residents can enjoy a landscaped garden, indoor gym, and children’s play zone. The community also provides a multi-purpose hall for gatherings and dedicated parking facilities. It also provides daycare facilities and dedicated coworking hubs for professionals."
943,F69422122,"This flat comes with modern facilities like a modular kitchen, spacious wardrobes, and a smart lighting system. The complex offers a well-maintained park, yoga deck, and library. Security features include biometric entry and video door phones. Additional amenities include a convenience store within the premises, a mini-theatre for entertainment, and ample guest parking spaces. Residents have access to rooftop lounges and outdoor yoga spaces."
944,W69403810,"Located in a well-planned township, this flat offers access to high-class facilities such as a temperature-controlled swimming pool, indoor badminton court, and open-air amphitheater. The project includes solar-powered lighting, landscaped jogging trails, and a fully automated car parking system. Residents also enjoy access to a healthcare center, cafeteria, and 24/7 concierge services. It also provides daycare facilities and dedicated coworking hubs for professionals."
945,C69403800,"The apartment offers a luxury lifestyle with amenities like a rooftop garden, barbecue area, infinity-edge pool, and a fully stocked fitness center. The society provides high-tech security, dedicated maintenance staff, and a community co-working space. Indoor play areas for kids, pet-friendly zones, and spa facilities are also available. The complex ensures a sustainable environment with waste management and solar water heating. The society is equipped with EV charging stations and smart home integrations."
946,Z69235626,"This modern apartment offers a well-designed layout with spacious living areas. Facilities include a fully equipped modular kitchen, high-speed elevators, 24/7 power backup, and a dedicated security system with CCTV surveillance. Residents can enjoy a landscaped garden, indoor gym, and children’s play zone. The community also provides a multi-purpose hall for gatherings and dedicated parking facilities. Facilities extend to indoor squash courts and meditation gardens."
947,P69978952,"This flat comes with modern facilities like a modular kitchen, spacious wardrobes, and a smart lighting system. The complex offers a well-maintained park, yoga deck, and library. Security features include biometric entry and video door phones. Additional amenities include a convenience store within the premises, a mini-theatre for entertainment, and ample guest parking spaces. Facilities extend to indoor squash courts and meditation gardens."
948,G69808444,"The apartment offers a luxury lifestyle with amenities like a rooftop garden, barbecue area, infinity-edge pool, and a fully stocked fitness center. The society provides high-tech security, dedicated maintenance staff, and a community co-working space. Indoor play areas for kids, pet-friendly zones, and spa facilities are also available. The complex ensures a sustainable environment with waste management and solar water heating. The society is equipped with EV charging stations and smart home integrations."
949,J65960942,"This flat comes with modern facilities like a modular kitchen, spacious wardrobes, and a smart lighting system. The complex offers a well-maintained park, yoga deck, and library. Security features include biometric entry and video door phones. Additional amenities include a convenience store within the premises, a mini-theatre for entertainment, and ample guest parking spaces. Residents have access to rooftop lounges and outdoor yoga spaces."
950,K64577386,"This flat comes with modern facilities like a modular kitchen, spacious wardrobes, and a smart lighting system. The complex offers a well-maintained park, yoga deck, and library. Security features include biometric entry and video door phones. Additional amenities include a convenience store within the premises, a mini-theatre for entertainment, and ample guest parking spaces. It also includes a dedicated cycling track and community library."
951,B69962014,"This flat comes with modern facilities like a modular kitchen, spacious wardrobes, and a smart lighting system. The complex offers a well-maintained park, yoga deck, and library. Security features include biometric entry and video door phones. Additional amenities include a convenience store within the premises, a mini-theatre for entertainment, and ample guest parking spaces. Residents have access to rooftop lounges and outdoor yoga spaces."
952,J65806824,"This modern apartment offers a well-designed layout with spacious living areas. Facilities include a fully equipped modular kitchen, high-speed elevators, 24/7 power backup, and a dedicated security system with CCTV surveillance. Residents can enjoy a landscaped garden, indoor gym, and children’s play zone. The community also provides a multi-purpose hall for gatherings and dedicated parking facilities. It also includes a dedicated cycling track and community library."
953,U69413356,"The apartment offers a luxury lifestyle with amenities like a rooftop garden, barbecue area, infinity-edge pool, and a fully stocked fitness center. The society provides high-tech security, dedicated maintenance staff, and a community co-working space. Indoor play areas for kids, pet-friendly zones, and spa facilities are also available. The complex ensures a sustainable environment with waste management and solar water heating. The society is equipped with EV charging stations and smart home integrations."
954,Z69242412,"Located in a well-planned township, this flat offers access to high-class facilities such as a temperature-controlled swimming pool, indoor badminton court, and open-air amphitheater. The project includes solar-powered lighting, landscaped jogging trails, and a fully automated car parking system. Residents also enjoy access to a healthcare center, cafeteria, and 24/7 concierge services. Residents have access to rooftop lounges and outdoor yoga spaces."
955,R69242440,"This modern apartment offers a well-designed layout with spacious living areas. Facilities include a fully equipped modular kitchen, high-speed elevators, 24/7 power backup, and a dedicated security system with CCTV surveillance. Residents can enjoy a landscaped garden, indoor gym, and children’s play zone. The community also provides a multi-purpose hall for gatherings and dedicated parking facilities. Residents have access to rooftop lounges and outdoor yoga spaces."
956,Y66925870,"The flat is part of a premium residential society featuring advanced amenities. Facilities include a swimming pool, clubhouse, meditation zone, and jogging track. There is round-the-clock water supply, advanced fire safety systems, and a fully functional lift. Residents benefit from a private balcony with scenic views, indoor sports rooms, and an eco-friendly rainwater harvesting system. Residents have access to rooftop lounges and outdoor yoga spaces."
957,J69217284,"This modern apartment offers a well-designed layout with spacious living areas. Facilities include a fully equipped modular kitchen, high-speed elevators, 24/7 power backup, and a dedicated security system with CCTV surveillance. Residents can enjoy a landscaped garden, indoor gym, and children’s play zone. The community also provides a multi-purpose hall for gatherings and dedicated parking facilities. The society is equipped with EV charging stations and smart home integrations."
958,H69308942,"This modern apartment offers a well-designed layout with spacious living areas. Facilities include a fully equipped modular kitchen, high-speed elevators, 24/7 power backup, and a dedicated security system with CCTV surveillance. Residents can enjoy a landscaped garden, indoor gym, and children’s play zone. The community also provides a multi-purpose hall for gatherings and dedicated parking facilities. Facilities extend to indoor squash courts and meditation gardens."
959,P69217264,"This modern apartment offers a well-designed layout with spacious living areas. Facilities include a fully equipped modular kitchen, high-speed elevators, 24/7 power backup, and a dedicated security system with CCTV surveillance. Residents can enjoy a landscaped garden, indoor gym, and children’s play zone. The community also provides a multi-purpose hall for gatherings and dedicated parking facilities. It also provides daycare facilities and dedicated coworking hubs for professionals."
960,S69217104,"This modern apartment offers a well-designed layout with spacious living areas. Facilities include a fully equipped modular kitchen, high-speed elevators, 24/7 power backup, and a dedicated security system with CCTV surveillance. Residents can enjoy a landscaped garden, indoor gym, and children’s play zone. The community also provides a multi-purpose hall for gatherings and dedicated parking facilities. It also includes a dedicated cycling track and community library."
961,Z69217290,"This modern apartment offers a well-designed layout with spacious living areas. Facilities include a fully equipped modular kitchen, high-speed elevators, 24/7 power backup, and a dedicated security system with CCTV surveillance. Residents can enjoy a landscaped garden, indoor gym, and children’s play zone. The community also provides a multi-purpose hall for gatherings and dedicated parking facilities. The society is equipped with EV charging stations and smart home integrations."
962,R70171066,"This flat comes with modern facilities like a modular kitchen, spacious wardrobes, and a smart lighting system. The complex offers a well-maintained park, yoga deck, and library. Security features include biometric entry and video door phones. Additional amenities include a convenience store within the premises, a mini-theatre for entertainment, and ample guest parking spaces. It also provides daycare facilities and dedicated coworking hubs for professionals."
963,C69731476,"Located in a well-planned township, this flat offers access to high-class facilities such as a temperature-controlled swimming pool, indoor badminton court, and open-air amphitheater. The project includes solar-powered lighting, landscaped jogging trails, and a fully automated car parking system. Residents also enjoy access to a healthcare center, cafeteria, and 24/7 concierge services. Residents have access to rooftop lounges and outdoor yoga spaces."
964,N67917630,"This flat comes with modern facilities like a modular kitchen, spacious wardrobes, and a smart lighting system. The complex offers a well-maintained park, yoga deck, and library. Security features include biometric entry and video door phones. Additional amenities include a convenience store within the premises, a mini-theatre for entertainment, and ample guest parking spaces. It also provides daycare facilities and dedicated coworking hubs for professionals."
965,K66588784,"This flat comes with modern facilities like a modular kitchen, spacious wardrobes, and a smart lighting system. The complex offers a well-maintained park, yoga deck, and library. Security features include biometric entry and video door phones. Additional amenities include a convenience store within the premises, a mini-theatre for entertainment, and ample guest parking spaces. Facilities extend to indoor squash courts and meditation gardens."
966,L69230920,"The apartment offers a luxury lifestyle with amenities like a rooftop garden, barbecue area, infinity-edge pool, and a fully stocked fitness center. The society provides high-tech security, dedicated maintenance staff, and a community co-working space. Indoor play areas for kids, pet-friendly zones, and spa facilities are also available. The complex ensures a sustainable environment with waste management and solar water heating. Residents have access to rooftop lounges and outdoor yoga spaces."
967,I68039286,"The flat is part of a premium residential society featuring advanced amenities. Facilities include a swimming pool, clubhouse, meditation zone, and jogging track. There is round-the-clock water supply, advanced fire safety systems, and a fully functional lift. Residents benefit from a private balcony with scenic views, indoor sports rooms, and an eco-friendly rainwater harvesting system. It also provides daycare facilities and dedicated coworking hubs for professionals."
968,T68041170,"The flat is part of a premium residential society featuring advanced amenities. Facilities include a swimming pool, clubhouse, meditation zone, and jogging track. There is round-the-clock water supply, advanced fire safety systems, and a fully functional lift. Residents benefit from a private balcony with scenic views, indoor sports rooms, and an eco-friendly rainwater harvesting system. Facilities extend to indoor squash courts and meditation gardens."
969,L69568872,"Located in a well-planned township, this flat offers access to high-class facilities such as a temperature-controlled swimming pool, indoor badminton court, and open-air amphitheater. The project includes solar-powered lighting, landscaped jogging trails, and a fully automated car parking system. Residents also enjoy access to a healthcare center, cafeteria, and 24/7 concierge services. Residents have access to rooftop lounges and outdoor yoga spaces."
970,O69569386,"This modern apartment offers a well-designed layout with spacious living areas. Facilities include a fully equipped modular kitchen, high-speed elevators, 24/7 power backup, and a dedicated security system with CCTV surveillance. Residents can enjoy a landscaped garden, indoor gym, and children’s play zone. The community also provides a multi-purpose hall for gatherings and dedicated parking facilities. It also includes a dedicated cycling track and community library."
971,O69575176,"This modern apartment offers a well-designed layout with spacious living areas. Facilities include a fully equipped modular kitchen, high-speed elevators, 24/7 power backup, and a dedicated security system with CCTV surveillance. Residents can enjoy a landscaped garden, indoor gym, and children’s play zone. The community also provides a multi-purpose hall for gatherings and dedicated parking facilities. It also provides daycare facilities and dedicated coworking hubs for professionals."
972,C69096992,"The flat is part of a premium residential society featuring advanced amenities. Facilities include a swimming pool, clubhouse, meditation zone, and jogging track. There is round-the-clock water supply, advanced fire safety systems, and a fully functional lift. Residents benefit from a private balcony with scenic views, indoor sports rooms, and an eco-friendly rainwater harvesting system. It also includes a dedicated cycling track and community library."
973,A69377176,"This modern apartment offers a well-designed layout with spacious living areas. Facilities include a fully equipped modular kitchen, high-speed elevators, 24/7 power backup, and a dedicated security system with CCTV surveillance. Residents can enjoy a landscaped garden, indoor gym, and children’s play zone. The community also provides a multi-purpose hall for gatherings and dedicated parking facilities. Facilities extend to indoor squash courts and meditation gardens."
974,Z69461738,"The apartment offers a luxury lifestyle with amenities like a rooftop garden, barbecue area, infinity-edge pool, and a fully stocked fitness center. The society provides high-tech security, dedicated maintenance staff, and a community co-working space. Indoor play areas for kids, pet-friendly zones, and spa facilities are also available. The complex ensures a sustainable environment with waste management and solar water heating. Facilities extend to indoor squash courts and meditation gardens."
975,G68726244,"This flat comes with modern facilities like a modular kitchen, spacious wardrobes, and a smart lighting system. The complex offers a well-maintained park, yoga deck, and library. Security features include biometric entry and video door phones. Additional amenities include a convenience store within the premises, a mini-theatre for entertainment, and ample guest parking spaces. It also provides daycare facilities and dedicated coworking hubs for professionals."
976,F69545814,"Located in a well-planned township, this flat offers access to high-class facilities such as a temperature-controlled swimming pool, indoor badminton court, and open-air amphitheater. The project includes solar-powered lighting, landscaped jogging trails, and a fully automated car parking system. Residents also enjoy access to a healthcare center, cafeteria, and 24/7 concierge services. It also provides daycare facilities and dedicated coworking hubs for professionals."
977,T69506328,"The apartment offers a luxury lifestyle with amenities like a rooftop garden, barbecue area, infinity-edge pool, and a fully stocked fitness center. The society provides high-tech security, dedicated maintenance staff, and a community co-working space. Indoor play areas for kids, pet-friendly zones, and spa facilities are also available. The complex ensures a sustainable environment with waste management and solar water heating. It also includes a dedicated cycling track and community library."
978,F68711924,"Located in a well-planned township, this flat offers access to high-class facilities such as a temperature-controlled swimming pool, indoor badminton court, and open-air amphitheater. The project includes solar-powered lighting, landscaped jogging trails, and a fully automated car parking system. Residents also enjoy access to a healthcare center, cafeteria, and 24/7 concierge services. It also provides daycare facilities and dedicated coworking hubs for professionals."
979,H67972704,"Located in a well-planned township, this flat offers access to high-class facilities such as a temperature-controlled swimming pool, indoor badminton court, and open-air amphitheater. The project includes solar-powered lighting, landscaped jogging trails, and a fully automated car parking system. Residents also enjoy access to a healthcare center, cafeteria, and 24/7 concierge services. Facilities extend to indoor squash courts and meditation gardens."
980,R69389972,"This flat comes with modern facilities like a modular kitchen, spacious wardrobes, and a smart lighting system. The complex offers a well-maintained park, yoga deck, and library. Security features include biometric entry and video door phones. Additional amenities include a convenience store within the premises, a mini-theatre for entertainment, and ample guest parking spaces. The society is equipped with EV charging stations and smart home integrations."
981,J69593964,"This flat comes with modern facilities like a modular kitchen, spacious wardrobes, and a smart lighting system. The complex offers a well-maintained park, yoga deck, and library. Security features include biometric entry and video door phones. Additional amenities include a convenience store within the premises, a mini-theatre for entertainment, and ample guest parking spaces. It also provides daycare facilities and dedicated coworking hubs for professionals."
982,O69389840,"The flat is part of a premium residential society featuring advanced amenities. Facilities include a swimming pool, clubhouse, meditation zone, and jogging track. There is round-the-clock water supply, advanced fire safety systems, and a fully functional lift. Residents benefit from a private balcony with scenic views, indoor sports rooms, and an eco-friendly rainwater harvesting system. It also includes a dedicated cycling track and community library."
983,G68287864,"This modern apartment offers a well-designed layout with spacious living areas. Facilities include a fully equipped modular kitchen, high-speed elevators, 24/7 power backup, and a dedicated security system with CCTV surveillance. Residents can enjoy a landscaped garden, indoor gym, and children’s play zone. The community also provides a multi-purpose hall for gatherings and dedicated parking facilities. Facilities extend to indoor squash courts and meditation gardens."
984,X69647784,"The flat is part of a premium residential society featuring advanced amenities. Facilities include a swimming pool, clubhouse, meditation zone, and jogging track. There is round-the-clock water supply, advanced fire safety systems, and a fully functional lift. Residents benefit from a private balcony with scenic views, indoor sports rooms, and an eco-friendly rainwater harvesting system. The society is equipped with EV charging stations and smart home integrations."
985,B69688910,"This modern apartment offers a well-designed layout with spacious living areas. Facilities include a fully equipped modular kitchen, high-speed elevators, 24/7 power backup, and a dedicated security system with CCTV surveillance. Residents can enjoy a landscaped garden, indoor gym, and children’s play zone. The community also provides a multi-purpose hall for gatherings and dedicated parking facilities. Facilities extend to indoor squash courts and meditation gardens."
986,Q69662820,"The apartment offers a luxury lifestyle with amenities like a rooftop garden, barbecue area, infinity-edge pool, and a fully stocked fitness center. The society provides high-tech security, dedicated maintenance staff, and a community co-working space. Indoor play areas for kids, pet-friendly zones, and spa facilities are also available. The complex ensures a sustainable environment with waste management and solar water heating. The society is equipped with EV charging stations and smart home integrations."
987,N69688012,"This flat comes with modern facilities like a modular kitchen, spacious wardrobes, and a smart lighting system. The complex offers a well-maintained park, yoga deck, and library. Security features include biometric entry and video door phones. Additional amenities include a convenience store within the premises, a mini-theatre for entertainment, and ample guest parking spaces. It also includes a dedicated cycling track and community library."
988,G69688296,"The flat is part of a premium residential society featuring advanced amenities. Facilities include a swimming pool, clubhouse, meditation zone, and jogging track. There is round-the-clock water supply, advanced fire safety systems, and a fully functional lift. Residents benefit from a private balcony with scenic views, indoor sports rooms, and an eco-friendly rainwater harvesting system. Residents have access to rooftop lounges and outdoor yoga spaces."
989,N69685680,"This flat comes with modern facilities like a modular kitchen, spacious wardrobes, and a smart lighting system. The complex offers a well-maintained park, yoga deck, and library. Security features include biometric entry and video door phones. Additional amenities include a convenience store within the premises, a mini-theatre for entertainment, and ample guest parking spaces. Residents have access to rooftop lounges and outdoor yoga spaces."
990,C69686140,"Located in a well-planned township, this flat offers access to high-class facilities such as a temperature-controlled swimming pool, indoor badminton court, and open-air amphitheater. The project includes solar-powered lighting, landscaped jogging trails, and a fully automated car parking system. Residents also enjoy access to a healthcare center, cafeteria, and 24/7 concierge services. It also includes a dedicated cycling track and community library."
991,B68376802,"The flat is part of a premium residential society featuring advanced amenities. Facilities include a swimming pool, clubhouse, meditation zone, and jogging track. There is round-the-clock water supply, advanced fire safety systems, and a fully functional lift. Residents benefit from a private balcony with scenic views, indoor sports rooms, and an eco-friendly rainwater harvesting system. It also includes a dedicated cycling track and community library."
992,Z68363354,"This modern apartment offers a well-designed layout with spacious living areas. Facilities include a fully equipped modular kitchen, high-speed elevators, 24/7 power backup, and a dedicated security system with CCTV surveillance. Residents can enjoy a landscaped garden, indoor gym, and children’s play zone. The community also provides a multi-purpose hall for gatherings and dedicated parking facilities. It also provides daycare facilities and dedicated coworking hubs for professionals."
